,job name,company name,place,applicants,posted at,job type,num emp,hiring person,description,pay,sector
200,ML Engineer,Drishti,"Bengaluru, Karnataka, India",,3 weeks ago,Full-time · Mid-Senior level,51-200 employees · Computer Software,See how you compare to 9 applicants. Try Premium for free,"About the job
Machine Learning Engineer

About This Role

As a ML engineer, you will be responsible for training and deployment of cutting edge machine learning and deep learning models for Drishti’s clients. The job would involve working with cutting edge computer vision models which are deployed on the manufacturing factory floor to provide insights to customers. The job would also involve optimizing the model performance, and tuning the heuristics to achieve the desired accuracies in production.

Minimum Qualification
Bachelor’s degree in Computer Science, Computer Engineering, Data Science or related technical discipline.
Demonstrated proficiency in, at least, one modern programming language such as Python, Java, C++ or similar including object-oriented design.
Familiar with the fundamentals of machine learning and deep learning.
Strong Computer Science and development fundamentals, including object-oriented design, data structures, algorithm design, and complexity analysis.
Familiarity with all of the following technologies: Docker, Git, Linux
Preferred Qualification
1+ years industry experience as a Data Scientist/ ML Engineer.
Prior professional experience of working on a Python tech stack.
Familiar with deep learning libraries such as Pytorch, Tensorflow
Familiarity with deep learning model architectures for object detection and action recognition
Experience with ML Platforms such as Kubeflow
Five Reasons To Work At Drishti
Work with visionaries who can execute: Our leadership team is comprised of heavy hitters from the AI and deep learning world. Check out their patents and publications, and see how their histories intertwine with the biggest movements in the last 30 years of technology. And imagine being on a first-name basis with them, solving hard technical problems side-by-side.
Tackle a massive market challenge: Manufacturing is a $12T industry that still uses 100-year-old techniques to gather data on human tasks. Which means that people, who still perform nearly 75 percent of factory activities, are effectively invisible to analytics. This situation severely hinders the decision-making abilities of the world’s largest manufacturing brands. The demand for a solution couldn’t be larger.
Do what you love – solve problems using tech: A problem of this magnitude requires the full force of technological solutions. You’ll take on neural network model accuracy, high-volume video transit and storage, Big Data analysis and much more. It’s the challenge – and the madness, and the fun – of building an SAP on top of a YouTube on top of a Nest.
Lead the charge from Bangalore: Drishti is a Series B funded Silicon Valley-based startup and funded by top venture capital investors that include Andreessen Horowitz, Emergence Capital, BGV, Sozo Ventures, Toyota AI Ventures etc. But – and this is critical for you – Drishti is building its product out of Bangalore. From our CTO on down, Bangalore is the heart and soul of Drishti’s engineering. You’ll be at the centre of the action.
Get exposure to deep learning: Deep learning technology is fundamental to what we do, and select engineers at Drishti have the opportunity to rotate into our deep learning group, to work alongside some of the foremost experts in the field.",,
201,Data Engineer: Machine Learning,IBM,"Bengaluru, Karnataka, India",,1 week ago,Full-time,"10,001+ employees · Information Technology & Services",2 connections · 1 company alumni · 38 school alumni,"About the job
Introduction

At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities

As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.
Responsibilities:
Data expertise to manipulate and integrate big data and different data types such as Videos, Images, Documents (pdfs, xls, csv) and other structured data bases Python Skills for Data Handling
Define problems and opportunities in a complex business area
Develop advanced analytics products
Create and develop end-to-end data driven solutions to support client's business units
Measure the impact of the products developed
Extract data from multiple varied sources and integrate it for analytics and application development

Required Technical and Professional Expertise

Minimum 4+ years of experience in Machine learning
Expertise in Data Interpretation and Visualization skills
Experience with AWS cloud services: AWS-Sagemaker, EC2, RDS
Solid understanding of feature extraction, feature selection techniques and transfer learning
Working knowledge of building deep learning NLP Models for text classification
Proficient in AWS cloud platforms, exposure in fetching data from various sources

Preferred Technical And Professional Expertise

You love collaborative environments that use agile methodologies to encourage creative design thinking and find innovative ways to develop with cutting edge technologies
Ambitious individual who can work under their own direction towards agreed targets/goals and with creative approach to work
Intuitive individual with an ability to manage change and proven time management
Proven interpersonal skills while contributing to team effort by accomplishing related results as needed
Up-to-date technical knowledge by attending educational workshops, reviewing publications

N/A

About Business Unit

IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBM

What matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",,
202,"Cognitive Automation Associate, CME Operations and Innovation",S&P Global Market Intelligence,"Hyderabad, Telangana, India",,3 days ago,Full-time,"10,001+ employees · Financial Services",1 school alumni,"About the job
The Role: Cognitive Automation Associate

Grade Level: 9

The Location: Islamabad/Ahmedabad/Hyderabad/Gurgaon

The Team

S&P Global Market Intelligence’s Commercial team’s goal is to deliver an exceptional, differentiated client experience by driving meaningful engagement throughout the customer journey, fostering strong and lasting relationships that create advocates while maximizing sales and renewal results. The Commercial Innovation Program plays a key role in fostering a culture of innovation, automation and continuous improvement, which will enhance our internal agility and efficiency, enabling us to deliver a superior Client Experience. We are customer-focused and results-oriented, providing our team members with exposure to a wide array of products, platforms, and processes. We nurture open and transparent communication, and a great work-life balance, with a positive work culture wherein team members are recognized for their work.

The Impact

As a new member of the Commercial Innovation Program team, you leverage Data Science, Cognitive and RPA techniques to build and deploy end-to-end automation solutions. Reporting to the Commercial Innovation Manager, you are empowered to drive a portfolio of ML/Python/RPA projects that will deliver business value. You are an internal change leader dedicated to championing LEAN and Agile methodologies to advance the culture, processes, and tech stack of CME/Commercial.

What’s In It For You

The opportunity to champion the ongoing build-out of technical acumen within CME/Commercial, leveraging new and emerging technology, and to suggest ways for implementation and growth of expertise within the teams.
An opportunity to learn about the S&P Global Market Intelligence Commercial organization and beyond, by performing automation assessments and development on ideas sourced across all functions.
You will have a high level of independence in your work.
You will be working in a safe place for you to experiment without the fear of failure (experimenting with newer tech is welcome).
You will be working closely with senior stakeholders to understand their business challenges and to provide cutting-edge solutions fitting their needs.
Responsibilities
Partner with machine learning stakeholders to identify, scope, prototype, develop, deploy, and operate AI-powered applications in production settings
Work with stakeholders to design and implement robust machine learning/python systems that solve business problems
Stay abreast of emerging AI technologies to drive S&P Global's vision for its products and operations
You will be working on the development of ML/Cognitive/RPA/Data Analytics projects.
You will also be working on project management tasks pertaining to Lean and RPA Marketing within the organization.
Approach problem-solving with a machine-learning-first mindset
You will be working on creating dashboards using Tableau/Power BI
Basic Qualifications

What We’re Looking For:
4-8 years of overall experience with 3 – 8 years’ hands-on experience on ML & Cognitive automation along with RPA (ex: Blue Prism, UiPath, Automation Anywhere, Power Automate etc.)
Degree in Computer Science, Data Science, Statistics, Engineering, or similar experience.
Applied cognitive and machine learning experience.
Knowledge of Deep learning frameworks.
Understanding that real life project is 90% working on the data, 9% working on the code and 1% applying Machine Learning models.
Passion for understanding, learning, and identifying the latest technology trends and machine learning based solutions.
Ability to independently yet transparently drive initiatives and function with minimal supervision.
Openness to continuously learn, upskill, and contribute to building solutions.
Advanced knowledge of programming in python and data manipulation in pandas is a nice to have.
Proficiency in an advanced data science topics, such as: Computer Vision, NLP, Tensor Flow, Deep Learning, Chatbots etc.
Understanding of cognitive automation such as OCR, API, web services, Data Extraction, web scraping etc.
Excellent aptitude for learning, experimenting, and picking up new technologies quickly
Experience in deployment and management of applications utilizing cloud-based infrastructure.
Good to have certification in AWS/Azure
Knowledge on Data Visualization tools such as Tableau/Power BI. Able to create customizable dashboards.
Good knowledge on writing SQL queries
Strong execution capabilities and very effective communication and collaboration skill.
Strong attention to detail, solid organizational and project management skills.
Flexible working in rotational shifts, including night shift.
DTMGOP202.1 - Middle Professional Tier I (EEO Job Group)

Job ID: 266889

Posted On: 2021-10-21

Location: Gurgaon, Haryana, India",,
203,Data Scientist,Deloitte,"Bengaluru, Karnataka, India",,3 weeks ago,Full-time · Entry level,"10,001+ employees · Management Consulting",1 connection · 14 school alumni,"About the job
Position Summary

Data Sciences

As a Data Science candidate, you will be expected to be hands-on & outcome focused to deliver end to end Data Science projects. You should also possess a proven track record of delivering & managing multiple Data Science projects through its complete lifecycle starting from defining the business problem to recommending action driven insights. You are expected to demonstrate leadership, analytical & project management qualities to not only execute projects independently but drive multiple projects to completion through collaboration, mentoring & consulting in a demanding environment.

Work you’ll do
Liaison with on site and client teams to understand various business problem statements analytical requirements
Provide suggestions on various machine learning algorithms to solve business analytics problems
Drive for value proposition with best in class industry practices & latest algorithms
Actively participate in client pursuits, proposals & bids
Oversee & improve machine learning models developed by the team & identify scope for model improvements & best practices.
Qualifications

Required :
Experience in descriptive & predictive analytics
Education: Bachelors / Masters in a quantative fields. Analytics certificate programs from a premier institute will be preferred
Should have hands on experience implementing & executing Data Science projects throughout the entire lifecycle
Expertise in Sentiment Analysis, Entity extraction, document classification, Natural Language Processing (NLP) & Natural Language Generation (NLG)
Strong understanding of text pre-processing & normalization techniques such as tokenization
Strong knowledge of Python is a must
Strong SQL querying skills & data processing using Spark
Hands on experience in data mining with Spark
String expertise in any commercial data visualization tool such as Tableau, Qlik, Spotfire etc.
Good understanding of Hadoop ecosystem
Recruiting tips

Finding the right job and preparing for the recruitment process can be tricky. Check out tips from our Deloitte recruiting professionals to set yourself up for success. Check out recruiting tips from Deloitte recruiters .

Benefits

We believe that to be an undisputed leader in professional services, we should equip you with the resources that can make a positive impact on your well-being journey. Our vision is to create a leadership culture focused on the development and well-being of our people. Here are some of our benefits and programs to support you and your family’s well-being needs. Learn more about what working at Deloitte can mean for you .

Our people and culture

Our people and our culture make Deloitte a place where leaders thrive. Get an inside look at the rich diversity of background, education, and experiences of our people. What impact will you make? Be inspired by the stories of our people .

Professional development

You want to make an impact. And we want you to make it. We can help you do that by providing you the culture, training, resources, and opportunities to help you grow and succeed as a professional. Learn more about our commitment to developing our people .

Requisition code: 47226",,
204,Data Scientist (Engineer-II),Neewee,"Bengaluru, Karnataka, India",,2 weeks ago,Full-time · Associate,51-200 employees · Information Technology & Services,See how you compare to 21 applicants. Try Premium for free,"About the job
Experience: 3+ years
Work Location: Bangalore

About Us:
Neewee is an Industrial Analytics start-up, focused in making manufacturing visible, transparent, efficient, and autonomous to its clients. Started in 2014 our journey has evolved from making manufacturing complexity and risk a thing of the past. 
We are looking for Senior Data Scientists to work with our Product Engineering team.

Roles & Responsibilities:

• Work on complex and variety of data to solve real-world problems in Manufacturing
• Build predictive, forecasting, optimization and simulation models using statistics, Machine Learning and AI programs
• Work in a multi-disciplinary environment
• Responsible for end-to-end development of model starting with requirement analysis, data exploration, data extraction, feature engineering, model selection, tuning and deployment
• Build data pipelines to integrate data from disparate data sources
• Present impact, insights, outcomes & recommendations to key business partners and stakeholders
• Own small-to-medium features from technical design through completion

Expectations:

• Ability to work with senior leaders. Strong analytical and technical capabilities and aptitude
• High Level of Business analysis skills., business & data understanding, data analysis, transforming data into actionable business information
• An ability to perform well in a fast-paced environment
• Highly detail-oriented, a strong commitment to timely execution of tasks and capability to work on multiple projects in parallel
• Willing to learn new technologies

Requirements:

• Bachelor’s/Master’s degree in business/statistics/mathematics/engineering with a proven track record of exceptional performance (discipline is flexible but enthusiasm and attitude for analytics is not)
• 2-4 years of professional experience in analytics
• Good understanding of RDBMS, Microsoft Excel and experience with SQL
• Sound understanding of Statistics, Machine Learning algorithms
• Hands-on experience with tools like Python, Spark, Scala, H2O
• Working experience with Linux systems

Good to Have:

• Experience in the Manufacturing domain
• Working knowledge of multivariate time series data
• Scala experience",,
205,Computer Vision Engineer,CourseBricks,"Tiruchirappalli, Tamil Nadu, India",,,Full-time,1-10 employees,See recent hiring trends for CourseBricks. Try Premium for free,"About the job
About the position:
 We are looking for Computer Vision Engineers to research and develop cutting edge Computer Vision algorithms for Machine Vision applications. He/she would be expected to work out of our office in Tiruchirappalli, Tamil Nadu. This is not a remote position.
 What are our expectations:
 1. Ability and willingness to work in a fast paced start up environment juggling multiple priorities
2. Prior experience developing and deploying Computer Vision solutions - Exposure to Machine Vision applications is highly preferred
3. Experience working in both traditional image processing as well as Deep Learning based models for segmentation, classification, augmentation etc.
4. Proficient in Python programming in Linux Environment
 What will they get as a Computer Vision Engineer:
 1. Be part of a team of Computer Vision, Robotics and Optics engineers developing a complete Machine Vision product
2. A chance to work on cutting edge projects in Computer Vision
3. A culture that fosters learning and encourages innovation
4. Industry standard benefits including comprehensive health insurance.
 Required Qualifications:
·      1-3 years of work experience as a Computer Vision engineer
·      Experience developing Image Processing and Deep Learning algorithms for Machine Vision applications
·      B.E/B.Tech/M.E./M.Tech in Mechatronics, Computer Science, Information Technology and Electronics & Communications
·      Strong skills in Computer Vision/Image Processing/Deep Learning libraries and frameworks such as OpenCV, PyTorch, Tensorflow etc.
·      Comfortable in software development lifecycle and good development practices
 About CourseBricks:
           CourseBricks is a Data Science Services and Product organization based in Tiruchirappalli, Tamil Nadu. We are developing products and solutions focussed on solving problems in Manufacturing, Automotive and other industry sectors.",,
206,Deep Learning & Computer Vision Engineering (Autonomous Vehicles) Internship in Bangalore at Veer B Mahapatra,Veer B Mahapatra,"Bengaluru, Karnataka, India",,3 days ago,Full-time · Internship,See how you compare to 9 applicants. Try Premium for free,You have a preferred skill badge,"About the job
About Veer B Mahapatra

LinkedIn profile

Veer B Mahapatra is a data scientist, machine learning engineer, AI developer, and entrepreneur who is experienced in various AI and automation platforms. Building innovative solutions is their primary goal.

Activity on Internshala

Hiring since August 2020

26 opportunities posted

4 candidates hired

About The Internship

Looking for passionate individuals who are interested to learn on the job and working on deep learning-based applications in autonomous vehicles, autonomous robots, self-driving cars and are more hands-on, fast learners, and ready for dynamic work.

Selected Intern's Day-to-day Responsibilities Include
Developing state-of-the-art algorithms in the fields of computer vision and deep learning
Preparing custom neural network architecture and training deep learning networks
Using and retraining pre-trained networks to perform AI tasks in real-time
Making advanced image processing pipelines to derive insights for on-road vehicles
Designing custom AV deep learning architectures for specific use cases
Integrating AI solutions with real-time applications and deploying them online
Overseeing rapid prototyping in diversified AI applications
Independently researching and analyzing AI-related case studies and the latest work
Adopting a flexible approach to complete workload to ensure delivery within agreed timeframes
Owning the end-to-end delivery of features by using the latest architecture, design patterns, and writing secure and performant code
Prototyping new features and redesigning features
Skill(s) required

OpenCV Python Machine Learning C++ Programming Deep Learning

Learn these skills on Internshala Trainings

Learn Python

Learn Machine Learning

Learn C++ Programming

Learn Deep Learning

Who can apply

Only Those Candidates Can Apply Who
are available for full time (in-office) internship
can start the internship between 20th Oct'21 and 24th Nov'21
are available for duration of 6 months
have relevant skills and interests
Women wanting to start/restart their career can also apply.
Perks

Certificate Letter of recommendation Flexible work hours Informal dress code Free snacks & beverages Job offer

Additional Information

We are looking for passionate individuals who are interested to learn on the job and work on deep learning-based applications in autonomous vehicles, autonomous robots, self-driving cars.

Number of openings

2",,
207,Data Science Engineer,NetApp,"Bengaluru, Karnataka, India",,3 weeks ago,Full-time · Entry level,"10,001+ employees · Information Technology & Services","See recent hiring trends for Netapp, Inc.. Try Premium for free","About the job
Job Summary

As a software engineering and machine learning specialist, you possess deep knowledge on machine learning, and AI techniques to derive business value from the full range of internal and external data sets, leveraging Cloud-based “Big Data” technology. You will be responsible for the architecture, high level design and development and implementation of software as web applications and software as a service on cloud.

You will be part of a highly skilled technical team and working closely with the team of senior software developers and technical director. You will be responsible for contributing and aligning to system level application architecture that includes high level design, coding standards, and development and testing of code. The software applications you build will be used by our internal sales team, partners and customers.

This position requires an individual to be creative, team-oriented, technology savvy, driven to produce results and demonstrates the ability to working across teams.

Job Requirements
Understand the business reality behind large sets of data and develop meaningful solutions comprising of analytics as well as marketing management
Collaborate with subject matter experts to determine relevant data sources
Expertise and experience in Data normalization, transformation and Feature selection
techniques
Experience in advanced analytics, machine learning, and AI techniques to derive business value from the full range of internal and external data sets, leveraging Cloud-based “Big Data” technology. You may performance modelling of various nature.
Forecasting & predictions
Anomaly detection
Time series analysis
Text mining and NLP
Good understand of deep learning algorithms and workflows, and experience with Torch, Caffe, MXNet, TensorFlow is a Plus.
Ability to present results of analyses in a clear and impactful manner
Test performance of machine learning and deep learning models
Strong software development skills with proficiency in Python and R. Experienced user of libraries such as scikit-learn, scipy, R, and NLTK.
Prior experience working in AIOps projects and skills on Ansible and Terrarorm is a must
Experience in Hadoop, Spark, Hive, Cassandra, Kafka and NoSQL databases will be a plus
Familiarity with ML pipelines in production systems around continuous integration and learning, and knowledge of MLOps tools is a plus.
Education

Typically requires a minimum of 5 years of related experience with a Bachelor’s degree; or 3 years and a Master’s degree; or a PhD without experience; or equivalent work experience.",,
208,Data Scientist,Walmart Global Tech,"Bangalore Urban, Karnataka, India",,6 days ago,Full-time · Mid-Senior level,"10,001+ employees · Computer Software",1 school alumni,"About the job
Experience Range: 3-9 Years
Work Location: Bangalore

Overview
The Personalization team consists of data scientists, application engineers, big data geeks and product visionaries all working together to design, prototype and build technology-driven products and experiences that will change the future landscape of e-commerce. We are focussed on building an intelligent system that will enable 1:1 personalised customer experience, from finding the product to delivering it to the customer. We are building state-of-the-art machine learnt systems using cutting edge technology that has ability to A/B test in fast iterations, use GPU/CPU based online inferencing of deep learnt and traditional models, event driven architecture that serves personalized experience for customers. This will span many markets, business models and form factors, therefore, we are looking for engineers and data scientists who will being not only an abundance of experiences in technologies but an abundant curiosity to innovate.
Your Opportunity
As a Senior Data Scientist for Walmart Labs, you’ll have the opportunity to
Apply and/or develop statistical modeling techniques (such as deep neural networks and Bayesian models), optimization methods and other ML techniques.
Develop efficient and scalable models at Walmart scale.
Collaborate with counterparts in business, engineering and science to find impactful solutions to business problems.
Define and/or own the model goodness metrics and track the business impact over time.
Present recommendations from complex analysis to business partners in clear and actionable form, influencing the future plans.
Your Responsibility
Manage the continuous improvement of data science and machine learning by following industry best practices and staying up-to-date with and extending the state-of-the-art in Machine Learning Research.
Integrate data science solutions into current business processes.
Develop and recommend process standards and best practices in Machine Learning as applicable to the retail industry.
Mentor peers and junior members and handle multiple projects at the same time.
Consult with business stakeholders across stores and e-commerce businesses regarding algorithm-based recommendations and be a thought-leader to develop these into business actions.
Engage and partner with universities, institutes and vendor partners to bring in ideas and innovation into the labs environment.
Peer review and publish work in top tier ML/AI conferences such as NIPS, ICML, AAAI and COLT
Participate and speak at various external forums such as research conferences and technical summits.
Promote and support company policies, procedures, mission, values, and standards of ethics and integrity
Your Qualifications :
PhD with > 2 years of experience / 4-year bachelor's degree with > 7 years of experience / Master's degree with > 5 years of experience. Educational qualifications should be preferably in Computer Science or a related area. Experience should be relevant to the role.
Experience in analyzing complex problems and translating them to data science algorithms with due attention to computational efficiency and testing at scale.
Expertise in machine learning, supervised and unsupervised: Forecasting, Classification, Data/Text Mining, NLP, Decision Trees, Adaptive Decision Algorithms, Random Forest, Search Algorithms, Neural Networks, Deep Learning Algorithms and Re-inforecement Learning
Experience in statistical learning: Predictive & Prescriptive Analytics, Web Analytics, Parametric and Non-parametric models, Regression, Time Series, Dynamic / Causal Model, Statistical Learning, Guided Decisions, Topic Modeling
Experience working with big data - identifying trends, patterns, and outliers in large volumes of data.
Experience with Python and one Object Oriented Programming Language.
Worked with at least one main stream machine learning framework such as caffe, convNet, Tensor Flow and Torch
Experience with SQL, relational databases and data warehouse
Experience with big data platforms - Hadoop(Hive, Pig, Map Reduce, HQL) / Spark / H20
Domain Knowledge : Merchandising Divisions in Retail.
Our Ideal Candidate
You are a technically strong and high performing individual with excellent communication skills, proven research skills and strong customer focus. You stay updated with latest research and technology ideas, and have a passion to utilize innovative ways to solve problems. You have published in top peer-reviewed international journals and conferences in Machine Learning such as ICML, NIPS, AAAI and COLT. You are a good story-teller and able to simply articulate the intricacies of your models as well as explain your results clearly to stakeholders. You have industry knowledge of the retail space, with keen interest in keeping up to date on the latest happenings in this space.",,
209,Computer Vision Engineer,Augle AI,India,,,Internship,1-10 employees,See how you compare to 106 applicants. Try Premium for free,"About the job
About Company:

Augle AI is an AI company founded by IIT-Bombay Alumni, focused on developing computer vision based Automation Solutions. We specialize in Computer Vision model development, optimization & deployment on edge devices & the cloud. We work in various domains in computer vision like Face Recognition, Object Recognition, Crowd Analytics, Vehicle Analytics, Video Analytics, etc. We have won E-Cell's Eureka 2019 IIT-Bombay track, which is Asia’s largest business model competition, Startup Jalsa 2018 as well as we were the finalist at International Entrepreneurship Competition 2018, held at NTUST, Taiwan. We were also selected as one of the top 12 AI startups in India by Telangana Government. Our mission is to Accelerate the Adoption of Automation in the World. The products that we are developing have to potential to disrupt multiple industries in the future. We are looking for teammates who are passionate about creating a huge impact on the world with their work and are willing to put in extra effort for that. Intern will get a job offer on the basis of good performance at the end of the internship. 

Job Description:
We are looking for candidates experienced in Computer Vision (college students or otherwise) for working on Automation Solutions for various industries. Applicants should have a good experience in Python, Tensorflow/PyTorch, and computer vision with projects displaying their problem-solving skills and expertise in the field. 

Responsibilities:

- Work on real-world computer vision problems
- Write robust industry-grade algorithms
- Work on a project first hand, and collaborate with the teammates including the developers and annotators for any requirements
- Provide training, help, and support to other team members
- Build high-quality reusable code that can be used in the future
- Learn about new technologies
- Stay up to date with current best practices
- Collaborate with a multidisciplinary team of designers, developers and ML engineers
- Participate in conferences and educational programs

Requirements:

- A clear understanding of the fundamentals of digital image processing & computer vision
- Experience with programming languages like Python, C++, and libraries including PyTorch, TensorFlow, etc.
- Critical thinker and problem-solving skills
- Good organizational and time-management skills


Qualifications:
No constraints on qualification. Previous work & projects are important.

Stipend:
Paid Internship, stipend depends on intern's skill level.

Duration:
4-6 Months preferably (Do apply & mention the possible duration if you are available for a shorter time duration, selection would depend on skills)

Work Description:
Work from home, flexible timings. 

Website:
www.augle.ai",,
210,Data Scientist - SQL/Data Mining,Recruzant HR Solutions LLP,"Mumbai, Maharashtra, India",,3 days ago,Full-time · Entry level,11-50 employees · Human Resources,See how you compare to 37 applicants. Try Premium for free,"About the job
Position: Data Scientist

We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.

We are looking for candidates who are willing to work from our office which is located in Andheri East, Mumbai.

Roles and Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company's data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance.
Requirement
Excellent understanding of machine learning techniques and algorithms, such as k- NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MATLAB, etc. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality.
CTC - As per Industry

Job Location: - Andheri East (Mumbai)

,

This job is provided by Shine.com",,
211,Data Scientist/Associate Data Scientist/Assistant Data Scientist,Donaldson,"Gurgaon, Haryana, India",,1 week ago,Full-time · Entry level,"10,001+ employees · Mechanical Or Industrial Engineering",See how you compare to 34 applicants. Try Premium for free,"About the job
Donaldson is committed to solving the world’ s most complex filtration challenges. Employing innovation and breakthrough solutions, we are advancing filtration for a cleaner world. We look for the best people to help us succeed, offering opportunities to learn, effect change, and make meaningful contributions at work and in our communities. This is a place where you can make a world of difference.

Follow Us on LinkedIn: https://www.linkedin.com/company/donaldson/

Job Description
Lead, collaborate and support global data engineering, data analytics projects with global team members & customers in North America, EMEA, and APAC.
Develop and transfer data engineering and machine learning tools internal or external customers.
Lead architectures design, data source acquisition and analysis, data extraction, transformation etc.
Convert the business questions into data engineering projects, prepare data for modeling, conduct feature engineering and pattern analysis etc.
Working in Azure DevOps/Agile Scrum based execution methodologies.
Develop monitoring technique for data quality and model performance; Manage the life cycle of the project deliverables through updated release.
Design and develop data ingestion pipelines in cloud frameworks.
Knowledge of Conceptual, Logical and Physical data models required for Data Warehousing.
Creating and maintaining Data Projects and deployments of the same.
Support our web-based software solutions/applications as required to serve various business productivity improvements.
Deliver data visualization and interactive dashboards to internal/external customers.
Develop algorithms on data sets; translate the algorithm outcome to insight, deploy the solutions.
Adopt and utilize standard business processes to drive project execution on time, on budget and meeting/exceeding expectations.
Qualifications & Work Experience
Bachelor’s/Master’s/PhD Degree in Computer Science, Information Technology, Mathematics, Engineering, Physics, Computer Applications or related fields.
1-3 years of relevant work experience with data engineering & analytics.
Working experiences in data warehouse, transform (ELT), schema models and dashboard.
Working experience in cloud infrastructure/ platforms, Microsoft azure, AWS, Google Cloud is a plus.
Strong programming/coding skills using Python, Java, MySQL, Spark, MATLAB etc.
Leadership & Soft Skills
Strong communication skills- ability to lead the technical and strategic discussions, both verbal and written, with global counterparts and leadership teams.
Self-motivated- proactive in identifying the risks and issues in projects and taking lead in solving the problems quickly.
Collaboration skills- drives collaborations with global teams while working on projects and develops trusted long-term professional relationships.
Learning Agility- willing to continuously learn new products and technology.
Added Advantage
Knowledge in Internet of Things (IOT), Electrification, Sensor solutions and applications.
Knowledge in filtration media, fiber, membrane, filtration elements.
Come make a World of Difference!

Employment opportunities for positions in the United States may require use of information which is subject to the export control regulations of the United States. Hiring decisions for such positions are required by law to be made in compliance with these regulations. Applicants for employment opportunities in other countries must be able to meet the comparable export control requirements of that country and of the United States.

Our policy is to provide equal employment opportunities to all qualified persons without regard to race, gender, color, disability, national origin, age, religion, union affiliation, sexual orientation, veteran status, citizenship, gender identity and/or expression, or other status protected by law.",,
